level_0,index,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
10730,10730,2023-02-04,C,Alabama St.,SWAC,Grambling St.,H,"L, 73-60",91.5,113.5,68.1,88.1,40,17.6,21.1,60,107.2,57.8,19.1,22.6,45.1,7.7,-7
4675,4675,2023-02-04,C,LSU,SEC,Alabama,H,"L, 79-69",112.5,101.1,70.9,97.3,36.3,11.3,29.5,50,111.4,56,12.7,12.9,25.9,77.5,-6
9612,9612,2023-02-04,C,Texas A&M Commerce,Slnd,McNeese St.,H,"W, 60-58",82.4,96,65.5,91.6,42.9,16.8,23.5,23.2,88.5,36.6,12.2,26.8,48.2,14.7,-1
7286,7286,2023-02-04,C,Portland St.,BSky,Eastern Washington,H,"L, 98-88",107.9,119.2,78.5,112.1,49.3,8.9,21.4,41.2,124.8,73.5,21.7,22.7,60.8,24,-6
9623,9623,2023-02-04,C,William & Mary,CAA,UNC Wilmington,H,"L, 70-63",105.9,125.6,59.4,106.1,56.8,25.3,31.8,36.4,117.9,57,15.2,29.2,30,12.3,-7
8352,8352,2023-02-04,C,Prairie View A&M,SWAC,Bethune Cookman,H,"L, 60-58",71.9,96.5,70.3,82.5,34.2,18.5,35.3,40.4,85.4,39.7,10,14.6,25.4,3.3,-5
10929,10929,2023-02-04,C,IUPUI,Horz,Green Bay,H,"W, 68-53",95.8,102.7,62,109.6,53.8,17.7,33.3,34.6,85.4,40.4,16.1,22.5,34.6,30.8,5
5865,5865,2023-02-04,C,Drexel,CAA,Monmouth,A,"L, 69-67",106.2,121.9,62.3,107.6,56.4,22.5,32.1,46.8,110.8,48.3,8,28.9,28.3,16.9,4
10674,10674,2023-02-04,C,Evansville,MVC,Illinois Chicago,A,"L, 70-61",85,97.5,73.1,83.5,36.4,16.4,31.9,30.3,95.8,48.4,21.9,29.3,25.8,17,-1
10204,10204,2023-02-04,C,Stony Brook,CAA,Hofstra,A,"L, 79-58",107.4,120.1,60,96.6,49.1,15,20.6,10.9,131.6,61.6,10,26.9,19.6,21.8,-7
4298,4298,2023-02-04,C,Utah Tech,WAC,Southern Utah,H,"W, 86-79",120.8,101,72.7,118.4,60.9,17.9,23.3,43.6,108.7,51.7,22,32.4,39.7,88.6,11
4651,4651,2023-02-04,C,Portland,WCC,Pepperdine,A,"L, 94-93",106,104.9,70.4,105.7,47,19.3,35.7,60.6,106.9,49.4,20.5,40.4,29.1,53.2,1
1272,1272,2023-02-04,C,North Carolina,ACC,Duke,A,"L, 63-57",100.3,85.3,65.8,86.7,39.3,10.6,29.8,4.3,95.8,42.6,18.2,33.3,24.6,86.6,0
10068,10068,2023-02-04,C,Western Michigan,MAC,Buffalo,H,"L, 85-76",104,122,71.4,106.4,52.4,18.2,27,25.8,119,56.9,18.2,43.8,48.3,13.7,-6
565,565,2023-02-04,C,West Virginia,B12,Oklahoma,H,"W, 93-61",132.2,82.3,73.6,126.4,53.9,13.6,39.5,48.4,82.9,41.5,21.7,30,37.3,99.6,15
6018,6018,2023-02-04,C,Wright St.,Horz,Robert Morris,A,"W, 82-67",117.8,107.4,68.4,119.9,53.7,14.6,41.2,17.9,97.9,44.8,13.2,32.6,22.4,74.2,3
468,468,2023-02-04,C,Texas A&M,SEC,Georgia,H,"W, 82-57",127.5,90.2,64.4,127.2,57.5,15.5,46.9,28.3,88.4,34.8,15.5,31.7,48.2,98.2,15
1340,1340,2023-02-04,C,Liberty,ASun,Lipscomb,A,"L, 69-64",95.9,97.1,69.5,92.1,50,18.7,14.3,10.2,99.3,51.8,17.3,12.5,23.6,46.4,0
6557,6557,2023-02-04,C,Minnesota,B10,Maryland,H,"L, 81-46",83.9,122.1,60.8,75.6,36.8,26.3,21.4,63.2,133.2,59.5,8.2,34.4,17.5,1.3,-18
1295,1295,2023-02-04,C,USC,P12,Washington,H,"W, 80-74",109.1,101,75.4,106.1,47.7,14.6,28.6,32.3,98.1,49.1,19.9,21.9,45.5,70.6,1
9058,9058,2023-02-04,C,Georgia St.,SB,Southern Miss,H,"L, 79-71",103.2,106.7,72,98.6,49.2,20.8,27.8,28.8,109.8,52.5,9.7,18.2,42.4,40.4,-2
9083,9083,2023-02-04,C,Cal St. Bakersfield,BW,UC San Diego,A,"W, 75-69",102.5,101.7,61.9,107.6,59.8,20.1,17.9,60.9,99,48.2,17.2,15.2,30.4,52.5,-2
9709,9709,2023-02-04,C,Nebraska Omaha,Sum,Western Illinois,H,"L, 75-72",105.7,119.6,64.3,112,56.6,17.1,32.1,35.8,116.6,53.3,14,34.3,26.7,19.5,4
3364,3364,2023-02-04,C,UNC Greensboro,SC,The Citadel,A,"W, 79-59",116,101,63.4,124.7,60.2,20.5,44.8,38.9,93.1,51,25.3,27.6,20,83,10
6960,6960,2023-02-04,C,Mercer,SC,VMI,H,"W, 80-54",103.3,94.6,65.5,122.1,54.5,3.1,24.4,19.4,82.4,49,29,20.7,12,73.4,9
10184,10184,2023-02-04,C,The Citadel,SC,UNC Greensboro,H,"L, 79-59",100.3,125.8,63.4,93.1,51,25.3,27.6,20,124.7,60.2,20.5,44.8,38.9,6.9,-10
4576,4576,2023-02-04,C,Long Beach St.,BW,UC Irvine,H,"W, 93-88",112.3,106.1,74.7,110.7,45.1,21.4,47.7,52.1,104.7,50.7,13.1,21.6,28.6,65.8,-4
1190,1190,2023-02-04,C,Iowa,B10,Illinois,H,"W, 81-79",129.2,115.5,66.6,121.6,51.9,10.5,25,56.6,118.6,55.5,21,41.9,41.8,78.5,-1
8192,8192,2023-02-04,C,Miami OH,MAC,Ohio,A,"L, 78-68",100.3,108.1,67.4,100.9,45.5,16.3,27.8,45.5,115.8,48.3,10.4,30.3,43.1,29.8,-5
8037,8037,2023-02-04,C,Louisiana Monroe,SB,South Alabama,H,"L, 72-64",94.3,106.3,68,94.1,42.9,11.8,14.3,33.9,105.9,50,13.2,21.9,37.5,20.1,-9
1363,1363,2023-02-04,C,Oregon,P12,Arizona St.,A,"W, 75-70",110.7,92.2,74.6,100.6,53.8,22.8,21.9,49.1,93.9,50.8,18.8,16.7,16.4,89.1,1
4801,4801,2023-02-04,C,Georgia Tech,ACC,North Carolina St.,A,"L, 72-64",102.7,93.3,68,94.2,50.8,25,29.4,10.2,105.9,47.6,13.2,30.8,27.4,75.2,-1
4173,4173,2023-02-04,C,Syracuse,ACC,Boston College,A,"W, 77-68",119,106.2,65.7,117.3,54.9,15.2,28,47.1,103.6,50,18.3,35.1,6.2,78.7,2
6919,6919,2023-02-04,C,North Dakota St.,Sum,South Dakota St.,A,"L, 90-85",134,134.8,65.1,130.6,66.7,15.4,32,22.8,138.3,59.7,3.1,27.3,33.9,48.4,1
8440,8440,2023-02-04,C,Tennessee St.,OVC,Eastern Illinois,A,"W, 65-61",86.9,98,69.8,93.1,46.6,21.5,32.5,31,87.3,38.5,21.5,38.1,23.1,20.2,0
10643,10643,2023-02-04,C,Eastern Illinois,OVC,Tennessee St.,H,"L, 65-61",83.7,96.3,69.8,87.3,38.5,21.5,38.1,23.1,93.1,46.6,21.5,32.5,31,16.6,0
10686,10686,2023-02-04,C,Monmouth,CAA,Drexel,H,"W, 69-67",110.1,116,62.3,110.8,48.3,8,28.9,28.3,107.6,56.4,22.5,32.1,46.8,35.4,-4
132,132,2023-02-04,C,Tennessee,SEC,Auburn,H,"W, 46-43",75.3,60.5,66.6,69.1,28.6,13.5,30.6,27,64.6,26.4,18,20,34.5,92.5,2
10290,10290,2023-02-04,C,Presbyterian,BSth,Gardner Webb,A,"L, 56-48",79.9,91.3,63.5,75.6,33.3,17.3,20,31.5,88.2,45.1,14.2,21.1,41.2,17.7,-4
5771,5771,2023-02-04,C,Texas A&M Corpus Chr,Slnd,Southeastern Louisia,A,"W, 83-72",115,97.8,71.1,116.7,50.7,16.9,42.1,26.9,101.2,46.2,12.7,17.6,58.5,86.6,12
546,546,2023-02-04,C,Arkansas,SEC,South Carolina,A,"W, 65-63",107.3,98.8,61.9,105,50.9,17.8,32.3,23.6,101.8,47.4,16.2,37.1,24.1,72.1,5
3027,3027,2023-02-04,C,UC Irvine,BW,Long Beach St.,A,"L, 93-88",109.6,105.8,74.7,104.7,50.7,13.1,21.6,28.6,110.7,45.1,21.4,47.7,52.1,60.1,4
216,216,2023-02-04,C,Gonzaga,WCC,Saint Mary's,A,"L, 78-70",122.5,97.4,62.2,100.1,52.9,15.7,9.7,45.1,111.5,50.8,11.4,25,34.4,93.3,5
4841,4841,2023-02-04,C,Georgia,SEC,Texas A&M,A,"L, 82-57",99.1,114,64.4,88.4,34.8,15.5,31.7,48.2,127.2,57.5,15.5,46.9,28.3,16.6,-15
9029,9029,2023-02-04,C,Bucknell,Pat,Army,H,"W, 73-67",104.1,100.5,67.8,107.6,52.9,14.7,17.9,47.1,98.8,47,16.2,36.8,16.7,60,6
8015,8015,2023-02-04,C,Dartmouth,Ivy,Yale,H,"L, 72-53",87,104.6,65.7,80.7,42.5,18.3,13.2,24.5,109.6,52.5,10.7,21.2,22,10.7,-8
3176,3176,2023-02-04,C,Montana St.,BSky,Northern Colorado,H,"W, 75-62",116,96.3,62,121,58.8,12.9,28.6,39.2,100,50,19.4,19.4,41.7,89.5,13
6074,6074,2023-02-04,C,George Washington,A10,Duquesne,H,"L, 93-67",91.3,128.5,72.2,92.8,49.1,24.9,30.6,29.8,128.9,65.4,16.6,28.1,13.8,1.9,-19
9739,9739,2023-02-04,C,Loyola MD,Pat,Boston University,H,"L, 68-67",103.1,117.7,63,106.3,55.5,20.6,33.3,20,107.9,58.5,22.2,25.9,15.1,18,1
5795,5795,2023-02-04,C,South Dakota St.,Sum,North Dakota St.,H,"W, 90-85",130.4,136.4,65.1,138.3,59.7,3.1,27.3,33.9,130.6,66.7,15.4,32,22.8,37.4,-1
3169,3169,2023-02-04,C,San Francisco,WCC,Santa Clara,H,"L, 83-70",93.3,103.3,76.9,91,43,11.7,17.5,37.5,107.9,50.8,19.5,34.2,34.4,23.7,-9
4229,4229,2023-02-04,C,Butler,BE,Marquette,A,"L, 60-52",83.8,81.2,65.7,79.1,46,28.9,19.4,14,91.3,53.1,19.8,10.3,31.2,59,-8
151,151,2023-02-04,C,Connecticut,BE,Georgetown,A,"W, 68-62",115.3,106,58.5,116.2,51.6,18.8,48.7,7.8,106,50,17.1,36.7,26.4,72.4,3
4751,4751,2023-02-04,C,Appalachian St.,SB,James Madison,H,"L, 63-57",87.6,98,65.6,86.9,44.1,15.2,22.5,23.7,96,45.5,16.8,25.6,28.6,21.7,-6
2236,2236,2023-02-04,C,Arizona St.,P12,Oregon,H,"L, 75-70",98.3,92.1,74.6,93.9,50.8,18.8,16.7,16.4,100.6,53.8,22.8,21.9,49.1,68.1,-1
5992,5992,2023-02-04,C,Western Kentucky,CUSA,UTEP,H,"W, 74-69",110.8,110.5,67.7,109.3,51.9,19.2,30.3,47.2,101.9,48.3,16.3,29.3,33.9,50.6,0
3057,3057,2023-02-04,C,Tulane,Amer,Memphis,A,"W, 90-89",113,92.6,77.7,103,61.1,20.6,13.5,38.1,101.9,52.9,25.2,41,37.7,90.9,-3
8069,8069,2023-02-04,C,Southeast Missouri S,OVC,Tennessee Tech,A,"L, 82-80",96.1,112.3,77.2,103.7,52.5,19.4,16.7,35.6,106.3,54.2,19.4,25.6,44.1,14.2,-8
7499,7499,2023-02-04,C,Robert Morris,Horz,Wright St.,H,"L, 82-67",99.7,117.9,68.4,97.9,44.8,13.2,32.6,22.4,119.9,53.7,14.6,41.2,17.9,12.6,-3
5889,5889,2023-02-04,C,East Carolina,Amer,SMU,H,"W, 77-72",114.2,104.8,69,111.6,51.8,15.9,29.4,41.1,104.4,46,14.5,28.9,30.6,73,6
9121,9121,2023-02-04,C,Cal Poly,BW,Hawaii,H,"L, 69-56",92.2,111.5,64.3,87.1,41.5,12.4,6.2,24.5,107.3,47.9,15.6,20,50,10.1,-7
3424,3424,2023-02-04,C,Colgate,Pat,American,A,"L, 61-60",91.2,95.7,64.3,93.3,47.3,21.8,29,18.2,94.9,57.1,29.5,29.2,12.2,36.5,4
2328,2328,2023-02-04,C,Vanderbilt,SEC,Mississippi,H,"W, 74-71",115.1,108.2,65.4,113.1,49.2,10.7,36.1,32.3,108.5,43.2,7.6,37.8,9.5,67.2,1
1222,1222,2023-02-04,C,Miami FL,ACC,Clemson,A,"W, 78-74",120.1,97.8,70.4,110.9,52.6,15.6,25.7,37.9,105.2,55.9,12.8,6.5,15.3,91.4,3
608,608,2023-02-04,C,Iowa St.,B12,Kansas,H,"W, 68-53",112.3,73.6,67.4,100.9,51.6,14.8,22.9,14.8,78.6,45.5,29.7,17.2,40.9,99.2,9
10035,10035,2023-02-04,C,Stonehill,NEC,St. Francis NY,A,"W, 65-59",101,106.2,62.4,104.1,51,20.8,29.6,30,94.5,42.4,22.4,40,20.3,36,5
7417,7417,2023-02-04,C,Wofford,SC,Furman,A,"L, 80-67",99.5,113.6,65.7,102,57,22.8,20.7,34,121.8,54.5,9.1,33.3,13.6,17.9,-13
10102,10102,2023-02-04,C,St. Francis PA,NEC,Merrimack,A,"L, 70-66",98.3,116.9,69.7,94.7,48.3,23,35.1,25.9,100.4,53.1,24.4,24.2,57.1,12,-6
10876,10876,2023-02-04,C,St. Francis NY,NEC,Stonehill,H,"L, 65-59",89.3,118.4,62.4,94.5,42.4,22.4,40,20.3,104.1,51,20.8,29.6,30,3.8,-5
6594,6594,2023-02-04,C,New Mexico St.,WAC,Seattle,H,"W, 82-75",112.6,103.4,76,107.9,60,19.7,14.3,52,98.7,44.4,13.2,27.8,19.7,72.8,6
4766,4766,2023-02-04,C,Cal Baptist,WAC,Abilene Christian,H,"L, 87-71",110.9,127.6,65.4,108.6,52.8,19.9,36.4,43.4,133,62.5,16.8,34.6,48.1,16.5,-1
8507,8507,2023-02-04,C,Oakland,Horz,Cleveland St.,H,"W, 92-89",113.2,116.6,70.2,116.5,50,21.5,46.7,67.2,112.7,52.2,17.7,39.5,31.9,41.6,-4
10973,10973,2023-02-04,C,Green Bay,Horz,IUPUI,A,"L, 68-53",79.1,114.4,62,85.4,40.4,16.1,22.5,34.6,109.6,53.8,17.7,33.3,34.6,1.4,-5
4430,4430,2023-02-04,C,Wyoming,MWC,San Jose St.,A,"L, 84-64",105.5,120.6,64.4,99.4,49,26.4,38.7,30.8,130.5,67,21.8,40,28.3,17.7,-9
7086,7086,2023-02-04,C,North Florida,ASun,Jacksonville,H,"W, 65-58",109.4,107.2,57.8,112.5,54.5,24.2,45.5,10.7,100.4,54.5,20.8,17.4,27.3,55.8,3
10803,10803,2023-02-04,C,Mississippi Valley S,SWAC,Jackson St.,A,"W, 82-78",113.6,121.3,68.5,119.8,59.6,16.1,29.6,48.1,113.9,47.8,20.4,52.8,25.4,31.9,-1
51,51,2023-02-04,C,Alabama,SEC,LSU,A,"W, 79-69",112.5,95.1,70.9,111.4,56,12.7,12.9,25.9,97.3,36.3,11.3,29.5,50,87.4,6
9432,9432,2023-02-04,C,Alabama A&M,SWAC,Southern,H,"W, 82-61",118.6,98.8,68.1,120.5,71,22,26.3,32,89.6,47.9,25,16.7,38.3,89.1,14
6727,6727,2023-02-04,C,Bryant,AE,New Hampshire,H,"W, 70-46",91.2,76.6,70.8,98.9,49.2,21.2,33.3,19.4,65,30.1,14.1,26.3,8.2,88.2,7
8611,8611,2023-02-04,C,Southern Indiana,OVC,Morehead St.,H,"L, 71-66",101,111.4,58.6,100.1,50,15.2,28.9,7.8,107.7,49.1,15.2,25,36.4,24.5,-1
5230,5230,2023-02-04,C,Brown,Ivy,Harvard,A,"W, 68-65",104,93.6,70.2,96.8,51,19.9,16.7,51,92.5,43.4,17.1,25,26.2,77.1,5
11003,11003,2023-02-04,C,Hartford,ind,Chicago St.,H,"L, 62-49",70.1,101.7,63.5,77.1,44,26.8,23.5,24,97.6,44.1,25.2,47.1,47.1,1.4,-8
5593,5593,2023-02-04,C,UTEP,CUSA,Western Kentucky,A,"L, 74-69",104.6,107.2,67.7,101.9,48.3,16.3,29.3,33.9,109.3,51.9,19.2,30.3,47.2,42.9,0
7768,7768,2023-02-04,C,USC Upstate,BSth,UNC Asheville,H,"W, 76-70",106.8,102.8,70.8,107.4,56.5,28.3,41.4,35.2,98.9,51.8,21.2,27.3,32.1,60.7,3
2665,2665,2023-02-04,C,Bradley,MVC,Northern Iowa,A,"W, 77-69",117.4,104.5,65.7,117.3,70.6,22.8,17.9,19.6,105.1,53.9,16.8,18.5,35.3,79.2,6
9464,9464,2023-02-04,C,Fairleigh Dickinson,NEC,Wagner,H,"L, 83-79",124.2,144.3,63.9,123.7,67,12.5,4,28,130,65.1,18.8,34.6,32.1,15.1,4
731,731,2023-02-04,C,Utah St.,MWC,Colorado St.,A,"W, 88-79",128.6,106.5,68.9,127.7,66.7,17.4,24.1,26.3,114.7,57.8,11.6,14.3,24.1,89.7,5
7151,7151,2023-02-04,C,Jacksonville,ASun,North Florida,A,"L, 65-58",94.6,105.6,57.8,100.4,54.5,20.8,17.4,27.3,112.5,54.5,24.2,45.5,10.7,22.1,-3
7670,7670,2023-02-04,C,UMBC,AE,Maine,A,"L, 84-49",77.3,123.8,67.7,72.4,44,31,26.5,20,124,62.5,17.7,31,20,0.4,-12
8683,8683,2023-02-04,C,New Hampshire,AE,Bryant,A,"L, 70-46",69.4,93.6,70.8,65,30.1,14.1,26.3,8.2,98.9,49.2,21.2,33.3,19.4,3.1,-7
722,722,2023-02-04,C,Duke,ACC,North Carolina,H,"W, 63-57",99.4,85.1,65.8,95.8,42.6,18.2,33.3,24.6,86.7,39.3,10.6,29.8,4.3,85.6,0
5194,5194,2023-02-04,C,UNC Wilmington,CAA,William & Mary,A,"W, 70-63",113.5,107.5,59.4,117.9,57,15.2,29.2,30,106.1,56.8,25.3,31.8,36.4,65,7
8785,8785,2023-02-04,C,Merrimack,NEC,St. Francis PA,H,"W, 70-66",91.7,97.4,69.7,100.4,53.1,24.4,24.2,57.1,94.7,48.3,23,35.1,25.9,33.1,6
2806,2806,2023-02-04,C,Louisiana Lafayette,SB,Marshall,H,"W, 77-67",111.1,86.5,72.5,106.2,53.4,23.5,48.5,44.8,92.4,44.4,16.6,20.5,25.8,94.6,10
9276,9276,2023-02-04,C,Chicago St.,ind,Hartford,A,"W, 62-49",87.5,87.9,63.5,97.6,44.1,25.2,47.1,47.1,77.1,44,26.8,23.5,24,48.6,8
980,980,2023-02-04,C,Michigan St.,B10,Rutgers,A,"L, 61-55",99.8,87.9,66.4,82.8,37.9,21.1,33.3,24.1,91.9,40.6,16.6,20.5,70.8,81.2,0
7531,7531,2023-02-04,C,Idaho St.,BSky,Weber St.,H,"L, 72-71",102.1,108.7,56.6,100.3,51,22.6,25,44.2,101.7,52.6,21.2,29,28.1,32.6,-1
3597,3597,2023-02-04,C,James Madison,SB,Appalachian St.,A,"W, 63-57",103.1,86.5,65.6,96,45.5,16.8,25.6,28.6,86.9,44.1,15.2,22.5,23.7,88.2,6
8722,8722,2023-02-04,C,Lehigh,Pat,Lafayette,A,"W, 66-64",103.7,96.8,68.7,96.1,46.2,14.6,14.7,41.5,93.2,42.9,16,23.7,41.1,69,8
5172,5172,2023-02-04,C,Longwood,BSth,Campbell,H,"W, 74-50",105.4,77.3,66,112.1,60.9,21.2,25.9,16.4,75.8,39.3,21.2,24.4,21.4,97.2,14
923,923,2023-02-04,C,Indiana,B10,Purdue,H,"W, 79-74",136.7,98.1,64.8,121.9,56.1,12.3,27.6,31.6,114.2,56.1,24.7,54.8,29.8,97.8,8
8686,8686,2023-02-04,C,Valparaiso,MVC,Drake,H,"L, 85-82",108.1,96.7,66.1,99.3,47.7,13.3,13.2,33.8,103,46.2,17,25,50.8,78.3,4
10543,10543,2023-02-04,C,Albany,AE,Vermont,H,"L, 87-68",98.9,129.4,66.5,102.3,53.9,19.6,14.8,29.4,130.9,72.3,15,17.4,14.3,4.3,-17
2644,2644,2023-02-04,C,Toledo,MAC,Central Michigan,H,"W, 84-59",119.4,97.6,67.9,123.7,54.9,11.8,31.4,32.8,86.9,57.9,30.9,13,68.4,91,18
9922,9922,2023-02-04,C,UMKC,Sum,Oral Roberts,H,"L, 85-57",90.3,111.9,68.1,83.8,34.2,19.1,37.2,40,124.9,60.3,19.1,45.2,19,7.8,-10
7802,7802,2023-02-04,C,Bellarmine,ASun,Jacksonville St.,H,"W, 71-64",101.6,99.1,67.6,105,58,25.1,14.8,56.8,94.7,49,22.2,28.1,54.2,57.2,4
9370,9370,2023-02-04,C,Idaho,BSky,Sacramento St.,A,"W, 82-76",122.5,123.6,56.6,128.7,69.2,14.1,15,23.1,119.3,57.5,14.1,36.7,20,47.7,0
6204,6204,2023-02-04,C,Weber St.,BSky,Idaho St.,A,"W, 72-71",99.9,101.5,56.6,101.7,52.6,21.2,29,28.1,100.3,51,22.6,25,44.2,45.4,1
1787,1787,2023-02-04,C,Clemson,ACC,Miami FL,H,"L, 78-74",105.5,99.4,70.4,105.2,55.9,12.8,6.5,15.3,110.9,52.6,15.6,25.7,37.9,66.5,-3
2576,2576,2023-02-04,C,Virginia Tech,ACC,Virginia,H,"W, 74-68",122.2,97.8,66.3,111.6,57.5,12.1,11.1,32.1,102.5,45.9,10.6,26.3,29.5,92.8,4
10522,10522,2023-02-04,C,Bethune Cookman,SWAC,Prairie View A&M,A,"W, 60-58",91.7,87.9,70.3,85.4,39.7,10,14.6,25.4,82.5,34.2,18.5,35.3,40.4,62,5
834,834,2023-02-04,C,Kentucky,SEC,Florida,H,"W, 72-67",123.6,101,64.1,112.3,49.2,14,37.1,21,104.5,47.3,14,24.2,30.9,91.1,7
5260,5260,2023-02-04,C,Grambling St.,SWAC,Alabama St.,A,"W, 73-60",102,99.3,68.1,107.2,57.8,19.1,22.6,45.1,88.1,40,17.6,21.1,60,57.6,7
2700,2700,2023-02-04,C,Hofstra,CAA,Stony Brook,H,"W, 79-58",118.5,112.5,60,131.6,61.6,10,26.9,19.6,96.6,49.1,15,20.6,10.9,64.5,7
5326,5326,2023-02-04,C,Boston College,ACC,Syracuse,H,"L, 77-68",102.7,111.9,65.7,103.6,50,18.3,35.1,6.2,117.3,54.9,15.2,28,47.1,27.2,-2
6249,6249,2023-02-04,C,Gardner Webb,BSth,Presbyterian,H,"W, 56-48",82.5,86.4,63.5,88.2,45.1,14.2,21.1,41.2,75.6,33.3,17.3,20,31.5,36.9,4
5540,5540,2023-02-04,C,UNC Asheville,BSth,USC Upstate,A,"L, 76-70",100.3,111.5,70.8,98.9,51.8,21.2,27.3,32.1,107.4,56.5,28.3,41.4,35.2,22.7,-3
3816,3816,2023-02-04,C,Charlotte,CUSA,Florida Atlantic,H,"L, 67-52",100.7,107.6,57,91.2,46.7,15.8,10.7,19.6,117.5,64.9,19.3,19,17,31.7,-5
8747,8747,2023-02-04,C,Maine,AE,UMBC,H,"W, 84-49",109.1,79.7,67.7,124,62.5,17.7,31,20,72.4,44,31,26.5,20,97.4,12
3680,3680,2023-02-04,C,Kennesaw St.,ASun,Eastern Kentucky,A,"L, 77-74",108.3,103.1,72.8,101.6,50.9,23.3,36.1,44.6,105.7,48.2,17.8,21.9,49.1,63.9,4
10836,10836,2023-02-04,C,Florida A&M,SWAC,Texas Southern,A,"W, 76-69",112.3,111.5,67.2,113,57.3,19.3,28.1,30.9,102.6,48.1,16.4,25.7,44.4,52,2
880,880,2023-02-04,C,Virginia,ACC,Virginia Tech,A,"L, 74-68",104.7,101.7,66.3,102.5,45.9,10.6,26.3,29.5,111.6,57.5,12.1,11.1,32.1,58.5,-4
10483,10483,2023-02-04,C,Central Connecticut,NEC,Sacred Heart,A,"L, 78-65",98.7,129.8,63.9,101.8,44.5,18.8,45.2,25,122.1,61.8,14.1,32,27.3,4.1,-5
7578,7578,2023-02-04,C,Fort Wayne,Horz,Detroit,A,"L, 85-52",78.5,112.4,67.2,77.3,42,20.8,20.5,16.1,126.4,58.1,10.4,33.3,16.2,1.6,-10
9349,9349,2023-02-04,C,Northeastern,CAA,Elon,H,"L, 74-73",101.9,122.2,66.2,110.4,60.6,21.2,15.4,40.4,111.9,55,12.1,20,15,11.1,-3
9833,9833,2023-02-04,C,Morgan St.,MEAC,Delaware St.,N,"W, 75-65",90.4,96,77.5,96.8,42.9,14.2,34.7,19.5,83.9,44.5,27.1,30.6,45.5,33.4,6
6820,6820,2023-02-04,C,Murray St.,MVC,Indiana St.,A,"L, 99-56",98.2,127,67.4,83,42.2,17.8,10.3,33.3,146.8,71.5,5.9,23.1,12.3,4.9,-10
6316,6316,2023-02-04,C,Florida Gulf Coast,ASun,North Alabama,H,"L, 87-85",114.8,124.5,62,121.9,54.5,14.3,38.5,26.9,124.8,64,14.3,29,40.4,28.2,4
3654,3654,2023-02-04,C,Princeton,Ivy,Columbia,H,"W, 88-66",109,96.2,76,115.8,50.7,14.5,37.2,34.8,86.9,44.4,17.1,17.9,29,80.8,15
363,363,2023-02-04,C,Kansas,B12,Iowa St.,A,"L, 68-53",91.3,94.6,67.4,78.6,45.5,29.7,17.2,40.9,100.9,51.6,14.8,22.9,14.8,40.1,-9
1921,1921,2023-02-04,C,Mississippi St.,SEC,Missouri,H,"W, 63-52",94.3,70.5,65.9,95.6,45,19.7,25.7,50,78.9,38,22.8,25,42,96.6,7
8647,8647,2023-02-04,C,Illinois Chicago,MVC,Evansville,H,"W, 70-61",88.2,100.1,73.1,95.8,48.4,21.9,29.3,25.8,83.5,36.4,16.4,31.9,30.3,19.1,1
6264,6264,2023-02-04,C,Morehead St.,OVC,Southern Indiana,A,"W, 71-66",100.6,102.2,58.6,107.7,49.1,15.2,25,36.4,100.1,50,15.2,28.9,7.8,45.4,1
3781,3781,2023-02-04,C,UC Santa Barbara,BW,Cal St. Northridge,A,"L, 72-67",106.5,122.3,62.7,106.9,37.5,11.2,44.7,42.2,114.9,53,17.6,28.6,40,17,0
6749,6749,2023-02-04,C,Northern Arizona,BSky,Montana,A,"L, 67-66",105.3,101.6,62.4,105.8,50.8,14.4,32.3,4.8,107.4,56,14.4,21.9,8.6,60.2,2
9314,9314,2023-02-04,C,High Point,BSth,Charleston Southern,H,"W, 81-73",107.3,115.9,65.7,123.3,50,15.2,47.5,43.5,111.1,51.7,15.2,31.4,31,29.2,0
3867,3867,2023-02-04,C,Loyola Marymount,WCC,San Diego,A,"L, 87-79",110.4,117.7,68.4,115.5,54.6,16.1,43.6,23.1,127.2,62.5,19,22.2,68.8,32.4,-1
7589,7589,2023-02-04,C,Western Carolina,SC,Chattanooga,H,"W, 83-68",105.9,90.2,74.7,111.2,57.3,16.1,13.8,43.6,91.1,40.6,10.7,17,35.9,86.3,8
5579,5579,2023-02-04,C,Radford,BSth,Winthrop,H,"W, 69-66",95.4,99.8,65.1,106,52.6,15.4,22.9,19,101.4,52,20,27.6,42,37.4,2
3618,3618,2023-02-04,C,Mississippi,SEC,Vanderbilt,A,"L, 74-71",110.4,100.8,65.4,108.5,43.2,7.6,37.8,9.5,113.1,49.2,10.7,36.1,32.3,74.1,-1
9234,9234,2023-02-04,C,Boston University,Pat,Loyola MD,A,"W, 68-67",101.2,111.5,63,107.9,58.5,22.2,25.9,15.1,106.3,55.5,20.6,33.3,20,24.7,-1
7732,7732,2023-02-04,C,North Alabama,ASun,Florida Gulf Coast,A,"W, 87-85",122.2,123.3,62,124.8,64,14.3,29,40.4,121.9,54.5,14.3,38.5,26.9,47.5,-4
894,894,2023-02-04,C,Maryland,B10,Minnesota,A,"W, 81-46",131.3,79.4,60.8,133.2,59.5,8.2,34.4,17.5,75.6,36.8,26.3,21.4,63.2,99.7,18
